window_start,bin,common_support_strata,event_coverage,reference_coverage,event_record_count,reference_record_count,weight_vector_hash,schema_era,timestamp_validity
2021-04-18,B8,57,0.8581730769230769,0.9008746355685131,416,343,f4f44341daac6382848a88e846635977ae959dc2892beae7077db98e4342f79b,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-04-18,B9,50,0.8530465949820788,0.842948717948718,279,312,52215823490e28c64eedf34718e59eaa4b8ff1c88d0043b1028f3e01acc5e0e4,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-04-18,B10,63,0.8269230769230769,0.916267942583732,468,418,940e03817bff46e957e88c1ef73c1e2a42f9872316840443f4e43a8c1fe93813,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-04-25,B1,49,0.8571428571428571,0.9112627986348123,280,293,00fd0c543b5d518da6454a0fa212fceb558140bc45afb849023dd16b8f71e42b,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-04-25,B2,73,0.9394572025052192,0.9186813186813186,479,455,cdf41f359c84f6f063dafbb1782db42eb8ec7a5e483172f1ece25f92822ff4ea,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-04-25,B3,61,0.9135135135135135,0.8922155688622755,370,334,3f97850531fecff5e6070e23945ea59b92cd37fec46a6d1d7804910f8da081ca,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-04-25,B4,64,0.8977777777777778,0.9130434782608695,450,414,c2a9af3c2595237abd71dd7124ddbe6f7f11cd2db9855bb1cf7ee982836dbbd3,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-04-25,B5,55,0.886986301369863,0.887719298245614,292,285,c712c07b6c31b80eb0e1115467639d8ca4ac7813d6fe3d7a8c25b5ff3f2bd9e6,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-04-25,B6,68,0.918141592920354,0.9108910891089109,452,404,3647561ffe174d5f38dea30c73e632eb1c584a3e85888589734b8556e0cc289e,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-04-25,B7,50,0.8984375,0.8494983277591973,256,299,507f9dce61a9545d8a1d690227b04223b6de4660b7269ee8096a3f32dc4bf4af,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-04-25,B8,62,0.8719806763285024,0.9110576923076923,414,416,6bc5267c53ecd9e30f8cd894c09fced91ee0ea189b91c2eb8f192bcae22fcc11,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-04-25,B9,54,0.8651315789473685,0.8817204301075269,304,279,60cfeb0b446b8fcce9783996ed737f53375b52bb393817a92610b2749b600047,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-04-25,B10,61,0.9161147902869757,0.8205128205128205,453,468,9eeec05ed5637a2a48aa2ba0a0457a81b89dd6c3c8d41111ec07b376fb698683,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-02,B1,57,0.8405405405405405,0.8964285714285715,370,280,f2a448a2e6cb6c4d99e649de948a1e3268bcfb9a5b40f641c764331cfecdb529,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-02,B2,65,0.935064935064935,0.8538622129436325,385,479,68f9e22f361d5cbd7df7e07d03ec10e35fcfd42c39639629e0bf2ab496d47e15,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-02,B3,50,0.9130434782608695,0.827027027027027,299,370,91cacdc10811c022c4b0efe8ea52823f93965b72f33e576db854e837b5d24bcc,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-02,B4,64,0.9254079254079254,0.9244444444444444,429,450,4cb0bdece275d04aaf6f2aaaffd93fd9149808aec84fd6276c6715e382583ff5,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-02,B5,50,0.9303135888501742,0.8424657534246576,287,292,a07ff0aa98e6532571fbe22d37a1f6806952a325f126160ef540fecd51d44bcc,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-02,B6,67,0.9297872340425531,0.915929203539823,470,452,98ca58f083cf9b44eb9ed6e3e05697a83933b60ace600213fa122f0b80145555,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-02,B7,49,0.8584905660377359,0.9140625,318,256,07125234f67d9b57293543f8e92a5fef4e8f61604628c1c9c63e69a1e1b0b047,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-02,B8,62,0.9384236453201971,0.855072463768116,406,414,ccc16fa7f8cbb3c117472ed9afc02a2b7a729302bdaae6a331f8dc9070296b8d,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-02,B9,52,0.884272997032641,0.875,337,304,252cdbd33eaaee2029dde2d0dafb1b69648e96876ee526ac8a4fc45da17e3834,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-02,B10,65,0.8837719298245614,0.9359823399558499,456,453,57f17251b0726f359a71ae5e3c05ebcd77966c647a9155d9e6ab1dd011520cb9,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-09,B1,55,0.9085173501577287,0.8648648648648649,317,370,cb3d44346d04ceeda4e9ebd1ee5bd1aade0a587835760099744ea515c49106af,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-09,B2,57,0.8671497584541062,0.8779220779220779,414,385,907d3759b6c713dc7255728ca356554b24b2124f8961547cd85efdab68c102d6,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-09,B3,50,0.7839805825242718,0.882943143812709,412,299,8acd580f32f287ee7f645ff18adcb7b5d5dbba8ff2a639387d369d4ae2538a50,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-09,B4,69,0.9176755447941889,0.9533799533799534,413,429,959a2381b801d5854b397a0b423d9712c8abbc4eda7067d87072de188862a174,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-09,B5,50,0.9105960264900662,0.9128919860627178,302,287,5d6ef1f895a0bbe9624d8d4d8e9f9a2e77bbada02352c0815f86c8bf088dfe31,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-09,B6,64,0.9052044609665427,0.9382978723404255,538,470,f13924ad0deaa87b70293f11fb91e1a2e493a18189aec9b36754111a10dd4fdf,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-09,B7,55,0.8922651933701657,0.9308176100628931,362,318,ad4b760847e4b97dcdf82d741fd8db7764c7fac36cea31dbf3672ca9e9a5cbdb,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-09,B8,64,0.918580375782881,0.9482758620689655,479,406,aff40fc0aa542f28a164bc051ccc6a751160e4a729b16848f3882472b5241e7c,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-09,B9,49,0.9130434782608695,0.8694362017804155,299,337,51e8d52427f2bd75fc94e52029065fe20598c0245fdd5c546fc53628dfb6bf3f,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-09,B10,63,0.8947368421052632,0.8991228070175439,456,456,d79a68eb5df950b9c7506f28f3c396344a7d63f3045918d2699a09442ecee72d,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-16,B1,58,0.9011976047904192,0.9242902208201893,334,317,4a776b8085b4e5947de5d9d22a9b36fb74f23d019cded8602ddafd3aae624d16,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-16,B2,67,0.8869936034115139,0.9323671497584541,469,414,36f35668b53f6ea294b0ca7242864a1f603ef056ed60cb272109a620ac9ef932,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-16,B3,53,0.8841059602649006,0.7815533980582524,302,412,c8f7f5b9f06e9dafe8ebbcdd97a1a6f18ef5e53da7dcdbd6c59c076ad86611b1,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-16,B4,69,0.9396551724137931,0.9249394673123487,464,413,e166750d56b8d13938dc58cdcc47b4df74dc964642c931782f3e2571f00f181e,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-16,B5,55,0.8601398601398601,0.9536423841059603,286,302,38cebd8bdf6c033f450895614b0b77abb7e283ca01b9b720bf50160e1af36f2b,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-16,B6,63,0.9324324324324325,0.9070631970260223,444,538,60191ea29b3fee9bd7a9338a8ea60dffc191e496265dc4997944bec25f2a71df,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-16,B7,52,0.9,0.8812154696132597,270,362,492d17d968e39cdaea91c472d9f96e6d0755b6394977c4802a7452016fd8dc69,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-16,B8,68,0.95260663507109,0.9394572025052192,422,479,5d97e6aedbea55ae68e47f2500b4b28c459f31ed05772b96bd6306c798b47305,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-16,B9,54,0.8900343642611683,0.9431438127090301,291,299,c2da1b0101862bb558cfd5b5c7f80d516430c8d36390c36b88735e969b3ede96,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-16,B10,68,0.9085714285714286,0.9144736842105263,525,456,296a2e657e539c6180bc3ba5031bad79d7b59e2c15782fa0b58d51e75e2e15f7,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-23,B1,60,0.9335347432024169,0.9251497005988024,331,334,85c380f00be4b266172c8b3ac7fb72ee05e41aee3273990cb55ca2984bc4efe8,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-23,B2,70,0.9400826446280992,0.9445628997867804,484,469,4ae7fac085599b8798353c08a043b088a749b373545d708ed2ddb4e845a9c63f,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-23,B3,54,0.9043478260869565,0.8940397350993378,345,302,fb12f4ac6ede4dacad18481e1babe36ab450af6cc8dc91fc884f53637ebbefaa,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-23,B4,69,0.9420289855072463,0.9439655172413793,483,464,6dbc262fadd8d4f925a20e9e44c04d65a975ba7f1680951aba724c5e8c2b416e,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-23,B5,58,0.9247648902821317,0.9020979020979021,319,286,d31c21b3715d0685960bc0630e70077a49277dac0770248c4a806f6a0baed2c5,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-23,B6,62,0.9150326797385621,0.9279279279279279,459,444,014000bf164d6b6f72782b48a651b6ef1e27ff7d1d2ee3279b2dfa48fbc248a7,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-23,B7,50,0.890625,0.9037037037037037,320,270,b0b6ba15d1a5f4bc6026968d1349d8352ce63f1cdeb622671b3486514d1916ac,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-23,B8,64,0.9004524886877828,0.933649289099526,442,422,e3d5102d198dcc29748a3b60bf49a1df44e5859df0f4063f0385cca52a764cd8,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-23,B9,50,0.9111111111111111,0.8762886597938144,315,291,3ff960d32f7733ff13ead9251f0f47a46e2f77f2a6eed8463c7663e75723913c,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-23,B10,67,0.9444444444444444,0.9047619047619048,468,525,f5a64ee74a92e24841ffd793be2ac5d7657390659f7cc7ae0c27b382f657209e,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-30,B1,57,0.9041533546325878,0.9154078549848943,313,331,5756739c613752302c4a49ec2c4b9f72a4eb7ac1f9d74b1c1cdb551de2e6abce,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-30,B2,64,0.9514348785871964,0.9090909090909091,453,484,3fa0235b6d54b160ade52488158c4df5924ad5773c52c7aebce3c5f39bf0f891,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-30,B3,51,0.8533333333333334,0.8898550724637682,300,345,f6f12c0c234dac896e0b8db118f3effaa0cf4b8ba51837b49019e2f3f49f2c7c,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-30,B4,70,0.9129411764705883,0.9337474120082816,425,483,22bd2f9d52180f2fd57f90539bf4996a03ccf2ee49f1dcf9054d64aeedbb475e,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-30,B5,58,0.9085365853658537,0.9247648902821317,328,319,cc46e5160ea8fb923579f02444533a30c3a02e3b4d9c76a53aa1f3200ec090f4,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-30,B6,66,0.9382978723404255,0.9215686274509803,470,459,c6a9c847d832fc97da93fda57ba371f99e5d1dcc382c2e8f38d02faae9d715af,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-30,B7,55,0.917910447761194,0.915625,268,320,ee3bb7b7b4386099cceae3e2f30c61a41a81996dcb8b70e14e090e52e46737cb,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-30,B8,68,0.9400479616306955,0.9049773755656109,417,442,1f4f98f88d737478518d2f02711587b12faaae6c4bf9f0e417add8e4c54603ae,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-30,B9,49,0.9206349206349206,0.8920634920634921,315,315,794ab6e9303e713d34de60578a5e673c66aa8c162dd32c70df943e1d64f1dd47,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-05-30,B10,62,0.9189814814814815,0.9273504273504274,432,468,b206e58182333d2f2c43a108c1882ea28635ed2d9412ece719ad2b019639d8aa,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-06,B1,58,0.9198717948717948,0.8690095846645367,312,313,635feab4f725e39d91a0f86e7e8c495616d22b1acce77402003145bd611ffb16,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-06,B2,59,0.9059139784946236,0.8984547461368654,372,453,7499bb3ce0a72a4e9f83cd5761ab24b2710d0de4d27079f8fa65b505b56db1a7,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-06,B3,60,0.9106145251396648,0.94,358,300,5c6817acc0e3c8e789ede7e82ed9b9e189e85d8b3cf0106aff94ddd9e837ef30,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-06,B4,66,0.9161554192229039,0.9176470588235294,489,425,c90f555572359b889a1a9b51d4bcc5600423b885b19795297a27dabfd82cfcde,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-06,B5,57,0.9044368600682594,0.8932926829268293,293,328,1a7aae1305154b10c4eb30f9a44b3d40352e25341777ef16b59dcf10d33e2de0,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-06,B6,65,0.8930131004366813,0.9319148936170213,458,470,252b74aeb5a82928764f33a98c07411f19ba52e94183e4cad9d0b531460bef79,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-06,B7,53,0.928082191780822,0.9104477611940298,292,268,c577501d80adc1756ffe08948b25b4354a54da97a260755aef24c68a022aa78c,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-06,B8,73,0.9337748344370861,0.9568345323741008,453,417,4e19977d3cb2032e2454ccec9714da789f4780c4217605877bd6cefa27a9b374,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-06,B9,51,0.873015873015873,0.9301587301587302,315,315,c74689434c549768291b28c6914fed88eb3093842879f58ffa71a2978246aa6c,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-06,B10,72,0.9245283018867925,0.9560185185185185,424,432,6b37deacce0cedd0dedf95164bbd0c0719b19dabb2226976cf226cc7ed629d7b,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-13,B1,58,0.8594771241830066,0.9358974358974359,306,312,5e90c28acbc32a6e30fe515d1c1a8553029106642668ef8f72bddcbc91e848f3,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-13,B2,56,0.8727735368956743,0.8763440860215054,393,372,35b8ed88eab0c0c058f9a344bf0df598a6b818bb64df2659a6da0bf19284b223,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-13,B3,57,0.932475884244373,0.8659217877094972,311,358,d369bb393c91846b4fd7696458bb95f4e9a7156833f2bf900ad85d92051ed79a,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-13,B4,70,0.9284253578732107,0.9038854805725971,489,489,782ac58fddbb178496950815249cfe931c827a6f21dba4a7de5e47caf73adeaa,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-13,B5,51,0.8985507246376812,0.8873720136518771,276,293,cb11cd41050c923cad00ca02da5fe98f14d2bd2e9f57f2756dc55f28397bac97,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-13,B6,70,0.9334916864608076,0.9148471615720524,421,458,44e5fa3e3fdfc019464b1ef4dbab1dffcfa06637c93962090fb1cd30f29616d6,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-13,B7,51,0.9042145593869731,0.9006849315068494,261,292,0fbe4a05c05b64665432ba3bf98ba85221552d78605e68ca7c5777050cd22703,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-13,B8,73,0.9319727891156463,0.9072847682119205,441,453,563179149dd25b1604317866cf6dc3adb63fb9d092450c459091c434bda24ffa,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-13,B9,54,0.911660777385159,0.8825396825396825,283,315,798a42a9d29cbf84c581905c55c5b0e09529e0d5663cbe3976067e9a473d71e9,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-13,B10,68,0.9388235294117647,0.9221698113207547,425,424,2a4ac1fced9bb180da74111ae1a2cc1b98ebac0e4b47f419e49e370d3a10e22e,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-20,B1,62,0.9409937888198758,0.8758169934640523,322,306,72089510fb4bc064d16c12a90568be1291508f7e8edafa5f07c115561fcd4af2,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-20,B2,57,0.9108635097493036,0.9033078880407125,359,393,711165b8dfacb188c578fff8c448d4c98913ef25d8b7c1c33b776848b7c58cb2,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-20,B3,53,0.845360824742268,0.9131832797427653,291,311,a7639836824c56006faaf897eba167df248efd0511dd62014b687c352e1e1796,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-20,B4,70,0.8532110091743119,0.8895705521472392,436,489,9823f22fc0b27eb1e806d5553c7e56db3fd4fe7fceff52bfad1abe485496fbd6,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-20,B5,46,0.8154362416107382,0.8913043478260869,298,276,8482c9a881f533511d86a2fa0b26d8b8f088eb1dede10879b379e043a880d8b4,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-20,B6,66,0.9391100702576113,0.9168646080760094,427,421,42710826cbbd92db3d68d260d67624ec1ebe4b3e6bfd866d3aa38fb0170c0901,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-20,B7,46,0.8393574297188755,0.8659003831417624,249,261,ce343d47939754c62b017d8df3f62cdac60e0ac8ca6751b6eaf705271ef678d9,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-20,B8,70,0.9025522041763341,0.9024943310657596,431,441,907849a5cca090bf9e9d50fe4fc47098806dc189aa49bcea45bd0ba1d2c8c008,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-20,B9,52,0.8571428571428571,0.901060070671378,259,283,bff6d627e4cf460c7d8b796ee966ffb4db5568ee56a765024d1a66b8e9e143de,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-20,B10,65,0.9099756690997567,0.9435294117647058,411,425,269ed78f42372fb81b23ae93978cc6b877e4e3d80cb855d9a5bef6554f72359a,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-27,B1,60,0.9255014326647565,0.9006211180124224,349,322,32167b3611d06f877ba6b0518b47f35b9a9f79c979e55d1e2efe4cff71e8ec38,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-27,B2,59,0.9207161125319693,0.9275766016713092,391,359,b60961a11934cc3798bf3821793780aba890d26053276bdcf5aa748026651201,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-27,B3,57,0.9339622641509434,0.8865979381443299,318,291,5917969e8248ffb1e39e76da59ce92339f89b5abf5eec235f7023a0450a44075,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-27,B4,64,0.9199134199134199,0.8211009174311926,462,436,9471efd3a69384f015c7d483a5a9afa5067470045c5672cb8b1517b2b37eb801,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-27,B5,51,0.8991935483870968,0.8489932885906041,248,298,fbb3ac0e14179b5b2c6d0c9370eb753731dc65f65f6d3859c33e6a8bf36670ae,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-27,B6,66,0.9064587973273942,0.936768149882904,449,427,464b2bafb6c35bbcc52ff040811a77919c146d0bc6b9c566463bd10fc2ad42c9,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-27,B7,41,0.854251012145749,0.8232931726907631,247,249,21ef2895fff77c98c8ca69d5379c49777603c8625dc15131ad01884cf3474838,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-27,B8,67,0.9280575539568345,0.8839907192575406,417,431,047805679e18fefe70c1cf42fed4d9b258030a794f5c5dc9055070c5ae6ca909,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-27,B9,52,0.9027777777777778,0.8841698841698842,288,259,6c16947b68ce6d46a6ff7980ef634754a9a483f9b228c0da68e127c9f1e971f9,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-06-27,B10,63,0.9328358208955224,0.8734793187347932,402,411,ae10dc57ae2bbe11c484045010e3486e4742886e9e7bde4d30086a972af33b8b,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-07-11,B1,59,0.903010033444816,0.9186046511627907,299,344,73fc36248c85b76d56719878221e5d1131c931d9742c04ac5cbbd601c9fc2e28,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-07-11,B2,66,0.9224376731301939,0.9279588336192109,361,583,a9f41d641cca93994fa3fc4e3e0d51f1933aa44cfef5d5900830fc7f51ef6ccf,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-07-11,B3,53,0.9156118143459916,0.83008356545961,237,359,8d2d1713677f257134062164e5d37db659a4f3fe080be074169db12e7b4b5103,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-07-11,B4,67,0.9072681704260651,0.8990384615384616,399,416,0eb849b756a6a7e68c1422755e62ae42f702a4e29acc9257b2ba6025a42e269d,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-07-11,B5,54,0.8937007874015748,0.9026217228464419,254,267,9bc49459988e904b26800099f6ecdaec6760c53faecb02947c9f92de32b76b2e,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-07-11,B6,65,0.9103139013452914,0.9133663366336634,446,404,8ffa741249de9e7792ecf63f2f80812826a61287cbb943eb9c94cad1eb44f6d6,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-07-11,B7,43,0.8508771929824561,0.8214285714285714,228,252,ee480b07ac3d6e07bedd930b3f771410adbe96063ec7bd7cbbea7368e3d1f27d,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-07-11,B8,67,0.9186991869918699,0.9088888888888889,369,450,bffb53d908a53e5dda353c11826a2110623d39da624077a3e6cb7c7312e43fa2,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-07-11,B9,40,0.8377192982456141,0.8081632653061225,228,245,28c153ab5af2c7cfadbcb97a995692cd6e69d3cf067cf8e59d9bf683bd419bd6,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-07-11,B10,67,0.9056603773584906,0.8883610451306413,371,421,7a7e85b81f3d66a1ea7f93872b78fe539408a3af8411f96d2050547befdaabda,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-07-18,B1,47,0.9090909090909091,0.802675585284281,275,299,76dd012f5c7c43e46fc2e65288239fabe23e07d145372b2b99ee099cd1183632,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-07-18,B2,67,0.9086021505376344,0.9002770083102493,372,361,6c1f69de7d812df1ba6798ed9dfe0c8999c53fb768d6da89ad597ed43ef0a367,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-07-18,B3,51,0.8729096989966555,0.919831223628692,299,237,46101f1bc4e56926a256a94c1910150a33046e19e488835790a072329bb04e7a,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-07-18,B4,70,0.95,0.924812030075188,440,399,d53229d4ca962e816830ca196cb841e70fe290fb2824b9bd3628136d3a707427,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-07-18,B5,57,0.9003690036900369,0.9251968503937008,271,254,6829b6b25d9b4eeb46672122872734078a047753b56e0e29243af1605277034b,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-07-18,B6,63,0.9224806201550387,0.9282511210762332,387,446,a0e4ad22a42d6fabb9e82e771576f292d73c0ea5de1d0dd81ebacb6e7be2affc,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-07-18,B7,47,0.848,0.8991228070175439,250,228,10c99fb675f623942c705e69ed490303b5d27e85461fcbac63f07b1dcce38d48,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-07-18,B8,65,0.88,0.9186991869918699,425,369,cb0cc5be136ebcbec334256e268919df65fabd4915702c28369c4bd1f4477e18,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-07-18,B9,44,0.8305647840531561,0.8859649122807017,301,228,5ad64d44b7620b3b74765f3a8e7d42b843c223ad86c3822ca35659e1f57ea8b0,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-07-18,B10,70,0.8615071283095723,0.9407008086253369,491,371,d1d2449a74828f14595eff5c5414e40cc0ea879fd502889ca61c1bf33a204f3c,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-07-25,B1,50,0.8353293413173652,0.92,334,275,68c79fbdfa70f5a890d7d19f6c03d3723ce14608ad94f8352146932d32d2b0e0,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-07-25,B2,62,0.9069767441860465,0.9032258064516129,387,372,32ed06e98238b7b4a0dc5ca9c280228d0111620188e0d4101d1816df52e77090,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-07-25,B3,51,0.8773234200743495,0.8795986622073578,269,299,779ce8a8828a1df3fe000b182f44cca82c66c7a9f2b7c4664b4bf1bcd3e151e7,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-07-25,B4,69,0.9116379310344828,0.9454545454545454,464,440,06a0bfddb3f0be04793193727ea591c20092c7af233ef5366044797e870d0854,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-07-25,B5,57,0.9257950530035336,0.9003690036900369,283,271,a387dc3be0085a828b32c70d96141b2acbe6a6e125f8ad53252578333af52266,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-07-25,B6,71,0.9107142857142857,0.9534883720930233,448,387,58059acc850ab3acda5a7a63f5b7bb22d5648c582637ba6bef52d1abd0caec2a,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-07-25,B7,46,0.8658536585365854,0.86,246,250,d2cb25cfc7daf4063e97050f2f90f634f1ddb268355573e53462d322d9de2ae8,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
2021-07-25,B8,70,0.9331550802139037,0.92,374,425,f4fedcf1cb57014e46ecbcbf4def2cfb9ad04690776bcd6ab2a2d2ecbb394d50,numeric,FROZEN_TIMECREATE_AGGREGATE_PASS
