scenario_id,family_id,t37_family_id,lambda_hours,state_id,systems,omega_union,X_componentwise,exact_or_grid_status,source_support_state_hash,component_state_hashes,chronology_ids,source_support_table_sha256
S1_INSTITUTIONALLY_QUALIFIED_DIRECT,R1_911_LWIN_DIRECT,R1_911_LWIN_COMPONENTWISE,0,911_OPCD_L00_S00001|LWIN_ZERO,"[""911_OPCD"",""LWIN_RADIO""]","[0.0,0.0,0.118720565149,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[[0.0,0.0],[0.0,0.0],[0.118720565149,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0]]",EXACT_FINITE_STATE_SPACE,8e735343aac6142169342014a1dd0160529a0b1504ea2687de6619b8914f4e1f,"[""277637810bc5df3cc23e44f62cd9c634674f2b90c2b7c3d2bef6aaf9d4a2bce6"",""9bb18e5939d2605395d597d87d643c8328440199bbd6233d4cbb2ee73bb4da92""]","[""911_END_00001"",""LWIN_EMPTY""]",9194f12629dfec759f49664e2fbb80675f7855b0022ce8d4eabb5e8ed248dea8
S1_INSTITUTIONALLY_QUALIFIED_DIRECT,R1_911_LWIN_DIRECT,R1_911_LWIN_COMPONENTWISE,0,911_OPCD_L00_S00002|LWIN_ZERO,"[""911_OPCD"",""LWIN_RADIO""]","[0.0,0.0,0.124476713762,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[[0.0,0.0],[0.0,0.0],[0.124476713762,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0]]",EXACT_FINITE_STATE_SPACE,8631c1c558f0333fa6ceafc08fc84ebe643f0d32a6355b1a59d4792c4c92be33,"[""23230746e7a50c5621ff3718bb98dffba5383e42f80831d6ad6be9ddeb79dd9d"",""9bb18e5939d2605395d597d87d643c8328440199bbd6233d4cbb2ee73bb4da92""]","[""911_END_00003"",""LWIN_EMPTY""]",9194f12629dfec759f49664e2fbb80675f7855b0022ce8d4eabb5e8ed248dea8
S1_INSTITUTIONALLY_QUALIFIED_DIRECT,R1_911_LWIN_DIRECT,R1_911_LWIN_COMPONENTWISE,0,911_OPCD_L00_S00003|LWIN_ZERO,"[""911_OPCD"",""LWIN_RADIO""]","[0.0,0.0,0.127594627595,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[[0.0,0.0],[0.0,0.0],[0.127594627595,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0]]",EXACT_FINITE_STATE_SPACE,3ec5861c43fdcdff20da434206c3feef04c50884b5bed554fb317ea52debbafb,"[""bdfe15e09bc85349453fc455ce80511ce0f057fedf56fe56eff7bf3678898502"",""9bb18e5939d2605395d597d87d643c8328440199bbd6233d4cbb2ee73bb4da92""]","[""911_END_00004"",""LWIN_EMPTY""]",9194f12629dfec759f49664e2fbb80675f7855b0022ce8d4eabb5e8ed248dea8
S1_INSTITUTIONALLY_QUALIFIED_DIRECT,R1_911_LWIN_DIRECT,R1_911_LWIN_COMPONENTWISE,0,911_OPCD_L00_S00004|LWIN_ZERO,"[""911_OPCD"",""LWIN_RADIO""]","[0.0,0.0,0.130712541427,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[[0.0,0.0],[0.0,0.0],[0.130712541427,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0]]",EXACT_FINITE_STATE_SPACE,c264d10072f16917024d687ee7e05b0b3b7f48c1d463c3cf4f811531ed985164,"[""40ba7094e2e72ac344f638c468852c9568a875b95e46b26578cd0c0208966616"",""9bb18e5939d2605395d597d87d643c8328440199bbd6233d4cbb2ee73bb4da92""]","[""911_END_00005"",""LWIN_EMPTY""]",9194f12629dfec759f49664e2fbb80675f7855b0022ce8d4eabb5e8ed248dea8
S1_INSTITUTIONALLY_QUALIFIED_DIRECT,R1_911_LWIN_DIRECT,R1_911_LWIN_COMPONENTWISE,0,911_OPCD_L00_S00005|LWIN_ZERO,"[""911_OPCD"",""LWIN_RADIO""]","[0.0,0.0,0.151120704692,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[[0.0,0.0],[0.0,0.0],[0.151120704692,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0]]",EXACT_FINITE_STATE_SPACE,95a57b425e887aa2372fab54d751659047fe360bba6e0fb930184b9ed2daf597,"[""3452efe3c2ae078a6f8992493adf03f439576effb6ebb5284e54f46c31e2a408"",""9bb18e5939d2605395d597d87d643c8328440199bbd6233d4cbb2ee73bb4da92""]","[""911_END_00006"",""LWIN_EMPTY""]",9194f12629dfec759f49664e2fbb80675f7855b0022ce8d4eabb5e8ed248dea8
S1_INSTITUTIONALLY_QUALIFIED_DIRECT,R1_911_LWIN_DIRECT,R1_911_LWIN_COMPONENTWISE,0,911_OPCD_L00_S00006|LWIN_ZERO,"[""911_OPCD"",""LWIN_RADIO""]","[0.0,0.0,0.154238618524,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[[0.0,0.0],[0.0,0.0],[0.154238618524,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0]]",EXACT_FINITE_STATE_SPACE,bf9cbe56bf6513e0d054b143494db033cea5b6f60536e256fc8482b857a16b51,"[""d6788095eedaa5c003795607325e61542f22ea4a3be3d23584afd59f04199d5b"",""9bb18e5939d2605395d597d87d643c8328440199bbd6233d4cbb2ee73bb4da92""]","[""911_END_00008"",""LWIN_EMPTY""]",9194f12629dfec759f49664e2fbb80675f7855b0022ce8d4eabb5e8ed248dea8
S1_INSTITUTIONALLY_QUALIFIED_DIRECT,R1_911_LWIN_DIRECT,R1_911_LWIN_COMPONENTWISE,0,911_OPCD_L00_S00007|LWIN_ZERO,"[""911_OPCD"",""LWIN_RADIO""]","[0.0,0.0,0.158773765917,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[[0.0,0.0],[0.0,0.0],[0.158773765917,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0]]",EXACT_FINITE_STATE_SPACE,fe3e6074bc95fe66abecf393d35e17fea710dd625cbe04cfdd51982268e2011f,"[""161292602375176d5c9e2e148a34cc8b07b43fac64044664af5c39a12ebc70f8"",""9bb18e5939d2605395d597d87d643c8328440199bbd6233d4cbb2ee73bb4da92""]","[""911_END_00009"",""LWIN_EMPTY""]",9194f12629dfec759f49664e2fbb80675f7855b0022ce8d4eabb5e8ed248dea8
S1_INSTITUTIONALLY_QUALIFIED_DIRECT,R1_911_LWIN_DIRECT,R1_911_LWIN_COMPONENTWISE,0,911_OPCD_L00_S00008|LWIN_ZERO,"[""911_OPCD"",""LWIN_RADIO""]","[0.0,0.0,0.16452991453,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[[0.0,0.0],[0.0,0.0],[0.16452991453,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0]]",EXACT_FINITE_STATE_SPACE,35a1ac8dc1bdc274e19943f7d6fa6bde69cc5c04555cda4e18fe07959e611931,"[""5b66c2740fec9f30415ffe51d64505af1d29edc2f3efe37bdf4ea18dcfa1c185"",""9bb18e5939d2605395d597d87d643c8328440199bbd6233d4cbb2ee73bb4da92""]","[""911_END_00011"",""LWIN_EMPTY""]",9194f12629dfec759f49664e2fbb80675f7855b0022ce8d4eabb5e8ed248dea8
S1_INSTITUTIONALLY_QUALIFIED_DIRECT,R1_911_LWIN_DIRECT,R1_911_LWIN_COMPONENTWISE,0,911_OPCD_L00_S00009|LWIN_ZERO,"[""911_OPCD"",""LWIN_RADIO""]","[0.0,0.0,0.167647828362,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[[0.0,0.0],[0.0,0.0],[0.167647828362,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0]]",EXACT_FINITE_STATE_SPACE,927f3a5d50c5e9717e751531ca6b6e3e60987b813dea42fa4b5e67583ba8d152,"[""ddea165e2ebdbba4d48b1dfafa735ee7c380096299ea5e3e78695bb4d040e60e"",""9bb18e5939d2605395d597d87d643c8328440199bbd6233d4cbb2ee73bb4da92""]","[""911_END_00013"",""LWIN_EMPTY""]",9194f12629dfec759f49664e2fbb80675f7855b0022ce8d4eabb5e8ed248dea8
S1_INSTITUTIONALLY_QUALIFIED_DIRECT,R1_911_LWIN_DIRECT,R1_911_LWIN_COMPONENTWISE,0,911_OPCD_L00_S00010|LWIN_ZERO,"[""911_OPCD"",""LWIN_RADIO""]","[0.0,0.0,0.169915402058,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[[0.0,0.0],[0.0,0.0],[0.169915402058,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0]]",EXACT_FINITE_STATE_SPACE,3586bebfef3241299916fbbe1a3b2ca4f5c82b199411c865cd508799635c29d9,"[""500e3db75c3c3b11eabea03375491a4f8c5a883c36665d855c9d5b2e7aa88665"",""9bb18e5939d2605395d597d87d643c8328440199bbd6233d4cbb2ee73bb4da92""]","[""911_END_00014"",""LWIN_EMPTY""]",9194f12629dfec759f49664e2fbb80675f7855b0022ce8d4eabb5e8ed248dea8
S1_INSTITUTIONALLY_QUALIFIED_DIRECT,R1_911_LWIN_DIRECT,R1_911_LWIN_COMPONENTWISE,0,911_OPCD_L00_S00011|LWIN_ZERO,"[""911_OPCD"",""LWIN_RADIO""]","[0.0,0.0,0.173997034711,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[[0.0,0.0],[0.0,0.0],[0.173997034711,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0]]",EXACT_FINITE_STATE_SPACE,b2eb27efa9efbaff5e0363179badc2959d46193c313e5d7e1ae6673416323388,"[""1808f9c582e42909d7554ab13433140960bb0875ccfe941f2f07f53aa1740370"",""9bb18e5939d2605395d597d87d643c8328440199bbd6233d4cbb2ee73bb4da92""]","[""911_END_00015"",""LWIN_EMPTY""]",9194f12629dfec759f49664e2fbb80675f7855b0022ce8d4eabb5e8ed248dea8
S1_INSTITUTIONALLY_QUALIFIED_DIRECT,R1_911_LWIN_DIRECT,R1_911_LWIN_COMPONENTWISE,0,911_OPCD_L00_S00012|LWIN_ZERO,"[""911_OPCD"",""LWIN_RADIO""]","[0.0,0.0,0.180096026032,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[[0.0,0.0],[0.0,0.0],[0.180096026032,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0]]",EXACT_FINITE_STATE_SPACE,ccea7937a3a4c8acb29812cc7242953c7188e253e177e96d65f49d87c6271c30,"[""baaaead13f04080298fc578583d7915814566a7c5d5154ea26b17e5745c751a7"",""9bb18e5939d2605395d597d87d643c8328440199bbd6233d4cbb2ee73bb4da92""]","[""911_END_00016"",""LWIN_EMPTY""]",9194f12629dfec759f49664e2fbb80675f7855b0022ce8d4eabb5e8ed248dea8
S1_INSTITUTIONALLY_QUALIFIED_DIRECT,R1_911_LWIN_DIRECT,R1_911_LWIN_COMPONENTWISE,0,911_OPCD_L00_S00013|LWIN_ZERO,"[""911_OPCD"",""LWIN_RADIO""]","[0.0,0.0,0.184177658685,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[[0.0,0.0],[0.0,0.0],[0.184177658685,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0]]",EXACT_FINITE_STATE_SPACE,6143b25d1be940cd12897d012fbf05f5ee21aaf32d9b1d64577893eca17e8420,"[""e80aab8ac16c0426b30c506f0ce1b881b062bb099cf643a318727d83ebe76fd8"",""9bb18e5939d2605395d597d87d643c8328440199bbd6233d4cbb2ee73bb4da92""]","[""911_END_00019"",""LWIN_EMPTY""]",9194f12629dfec759f49664e2fbb80675f7855b0022ce8d4eabb5e8ed248dea8
S1_INSTITUTIONALLY_QUALIFIED_DIRECT,R1_911_LWIN_DIRECT,R1_911_LWIN_COMPONENTWISE,0,911_OPCD_L00_S00014|LWIN_ZERO,"[""911_OPCD"",""LWIN_RADIO""]","[0.0,0.0,0.190276650006,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[[0.0,0.0],[0.0,0.0],[0.190276650006,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0]]",EXACT_FINITE_STATE_SPACE,953bc9d05213daf6cb7544ddc7b6377f909fccf8435813b5ddb8b588624a24df,"[""bf127e0b481a4de4c91b34aab22958b2361ab7dbde67b11ccedeabb460358406"",""9bb18e5939d2605395d597d87d643c8328440199bbd6233d4cbb2ee73bb4da92""]","[""911_END_00020"",""LWIN_EMPTY""]",9194f12629dfec759f49664e2fbb80675f7855b0022ce8d4eabb5e8ed248dea8
S1_INSTITUTIONALLY_QUALIFIED_DIRECT,R1_911_LWIN_DIRECT,R1_911_LWIN_COMPONENTWISE,0,911_OPCD_L00_S00015|LWIN_ZERO,"[""911_OPCD"",""LWIN_RADIO""]","[0.0,0.0,0.194358282659,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[[0.0,0.0],[0.0,0.0],[0.194358282659,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0]]",EXACT_FINITE_STATE_SPACE,8f54828ce5ce2bc83cd431e70bb24389f5187c3f1819e169e6aaf076a00579b2,"[""9afc12917d7ba3eefae9ffdec456b902164934bb8eb49d88fa9786208433e0c3"",""9bb18e5939d2605395d597d87d643c8328440199bbd6233d4cbb2ee73bb4da92""]","[""911_END_00021"",""LWIN_EMPTY""]",9194f12629dfec759f49664e2fbb80675f7855b0022ce8d4eabb5e8ed248dea8
S1_INSTITUTIONALLY_QUALIFIED_DIRECT,R1_911_LWIN_DIRECT,R1_911_LWIN_COMPONENTWISE,0,911_OPCD_L00_S00016|LWIN_ZERO,"[""911_OPCD"",""LWIN_RADIO""]","[0.0,0.0,0.198439915312,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[[0.0,0.0],[0.0,0.0],[0.198439915312,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0]]",EXACT_FINITE_STATE_SPACE,4ed86eee9838042423600df0e2ab5d8e7caf2a3a8483fa05e13a64c521d993d7,"[""69ab3ce66e72c2437917ec897c8735c5a4a4f2fffbbb998c47764285df403f14"",""9bb18e5939d2605395d597d87d643c8328440199bbd6233d4cbb2ee73bb4da92""]","[""911_END_00022"",""LWIN_EMPTY""]",9194f12629dfec759f49664e2fbb80675f7855b0022ce8d4eabb5e8ed248dea8
S1_INSTITUTIONALLY_QUALIFIED_DIRECT,R1_911_LWIN_DIRECT,R1_911_LWIN_COMPONENTWISE,0,911_OPCD_L00_S00017|LWIN_ZERO,"[""911_OPCD"",""LWIN_RADIO""]","[0.0,0.0,0.202975062704,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[[0.0,0.0],[0.0,0.0],[0.202975062704,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0]]",EXACT_FINITE_STATE_SPACE,c59de921160b74e52c00d8d363ef7d00346bde7f6baa8379d92af9d7ce942ead,"[""8a39d9ba26ceda72a56e434cebf832a21326aa714b71f147e19d7ded9203e296"",""9bb18e5939d2605395d597d87d643c8328440199bbd6233d4cbb2ee73bb4da92""]","[""911_END_00023"",""LWIN_EMPTY""]",9194f12629dfec759f49664e2fbb80675f7855b0022ce8d4eabb5e8ed248dea8
S1_INSTITUTIONALLY_QUALIFIED_DIRECT,R1_911_LWIN_DIRECT,R1_911_LWIN_COMPONENTWISE,0,911_OPCD_L00_S00018|LWIN_ZERO,"[""911_OPCD"",""LWIN_RADIO""]","[0.0,0.0,0.207056695357,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[[0.0,0.0],[0.0,0.0],[0.207056695357,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0]]",EXACT_FINITE_STATE_SPACE,35375552ba46cb223c9a8fdd51f2b2e59db0cda4574984c99b477dc9fff91381,"[""8597ea90b7a7d2184819481337f8c417d18e2ae30d7631f5a73c950ff97d680c"",""9bb18e5939d2605395d597d87d643c8328440199bbd6233d4cbb2ee73bb4da92""]","[""911_END_00024"",""LWIN_EMPTY""]",9194f12629dfec759f49664e2fbb80675f7855b0022ce8d4eabb5e8ed248dea8
S1_INSTITUTIONALLY_QUALIFIED_DIRECT,R1_911_LWIN_DIRECT,R1_911_LWIN_COMPONENTWISE,0,911_OPCD_L00_S00019|LWIN_ZERO,"[""911_OPCD"",""LWIN_RADIO""]","[0.0,0.0,0.213859416446,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[[0.0,0.0],[0.0,0.0],[0.213859416446,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0]]",EXACT_FINITE_STATE_SPACE,107010db9ae305a14c34f2a173555756be00470a3ec3d140b15fad724b842cfc,"[""90f783ed421d1b9e84a46eec8984b8d3aa52bcdedb42943737a94769bb6cf9c5"",""9bb18e5939d2605395d597d87d643c8328440199bbd6233d4cbb2ee73bb4da92""]","[""911_END_00025"",""LWIN_EMPTY""]",9194f12629dfec759f49664e2fbb80675f7855b0022ce8d4eabb5e8ed248dea8
S1_INSTITUTIONALLY_QUALIFIED_DIRECT,R1_911_LWIN_DIRECT,R1_911_LWIN_COMPONENTWISE,0,911_OPCD_L00_S00020|LWIN_ZERO,"[""911_OPCD"",""LWIN_RADIO""]","[0.0,0.0,0.219958407766,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[[0.0,0.0],[0.0,0.0],[0.219958407766,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0]]",EXACT_FINITE_STATE_SPACE,7cc91f31abaf12b8ed35253d001a85c04b10d2443fbe023432d6c5159146df07,"[""f1cd491543caa1eb59517349c62e11b9aa43ad699f13fc18da2960d7f3634b01"",""9bb18e5939d2605395d597d87d643c8328440199bbd6233d4cbb2ee73bb4da92""]","[""911_END_00027"",""LWIN_EMPTY""]",9194f12629dfec759f49664e2fbb80675f7855b0022ce8d4eabb5e8ed248dea8
S1_INSTITUTIONALLY_QUALIFIED_DIRECT,R1_911_LWIN_DIRECT,R1_911_LWIN_COMPONENTWISE,0,911_OPCD_L00_S00021|LWIN_ZERO,"[""911_OPCD"",""LWIN_RADIO""]","[0.0,0.0,0.226057399087,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[[0.0,0.0],[0.0,0.0],[0.226057399087,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0]]",EXACT_FINITE_STATE_SPACE,9011af44348d5b7ae64a50a9fef37189fe986297f40b96fa4d9f895b0491e3ca,"[""3b124499e6e70b4980bce45ab2920944465a688f3108568b4ea4fa77ea4f9cce"",""9bb18e5939d2605395d597d87d643c8328440199bbd6233d4cbb2ee73bb4da92""]","[""911_END_00028"",""LWIN_EMPTY""]",9194f12629dfec759f49664e2fbb80675f7855b0022ce8d4eabb5e8ed248dea8
S1_INSTITUTIONALLY_QUALIFIED_DIRECT,R1_911_LWIN_DIRECT,R1_911_LWIN_COMPONENTWISE,0,911_OPCD_L00_S00022|LWIN_ZERO,"[""911_OPCD"",""LWIN_RADIO""]","[0.0,0.0,0.232156390408,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[[0.0,0.0],[0.0,0.0],[0.232156390408,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0]]",EXACT_FINITE_STATE_SPACE,12387957f7ce62194acbc4aaab2c60cd51967e3bc603c71e4acc69a5af34ccd4,"[""f9961c9524183ee723e5c21351c75a2dd444417542ca8862a77bc34045720c47"",""9bb18e5939d2605395d597d87d643c8328440199bbd6233d4cbb2ee73bb4da92""]","[""911_END_00030"",""LWIN_EMPTY""]",9194f12629dfec759f49664e2fbb80675f7855b0022ce8d4eabb5e8ed248dea8
S1_INSTITUTIONALLY_QUALIFIED_DIRECT,R1_911_LWIN_DIRECT,R1_911_LWIN_COMPONENTWISE,0,911_OPCD_L00_S00023|LWIN_ZERO,"[""911_OPCD"",""LWIN_RADIO""]","[0.0,0.0,0.2366915378,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[[0.0,0.0],[0.0,0.0],[0.2366915378,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0]]",EXACT_FINITE_STATE_SPACE,9e89f579b5bf6ab453ba7fd61215ef77866215ebd3f0d61c0b639da4f6981b6c,"[""19412ad6e0cd1c01334f0d601aee7517a902bd693436e68bac1315f8082bf1ce"",""9bb18e5939d2605395d597d87d643c8328440199bbd6233d4cbb2ee73bb4da92""]","[""911_END_00031"",""LWIN_EMPTY""]",9194f12629dfec759f49664e2fbb80675f7855b0022ce8d4eabb5e8ed248dea8
S1_INSTITUTIONALLY_QUALIFIED_DIRECT,R1_911_LWIN_DIRECT,R1_911_LWIN_COMPONENTWISE,0,911_OPCD_L00_S00024|LWIN_ZERO,"[""911_OPCD"",""LWIN_RADIO""]","[0.0,0.0,0.242790529121,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[[0.0,0.0],[0.0,0.0],[0.242790529121,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0]]",EXACT_FINITE_STATE_SPACE,8f2d7e916c900ed9ad3b3960951e4154d29bb5529e1dc9d3600a0225fb3efd2d,"[""7decef0c677311eb756d1d93334f803244c491db8a01d4630e249df50086c25e"",""9bb18e5939d2605395d597d87d643c8328440199bbd6233d4cbb2ee73bb4da92""]","[""911_END_00032"",""LWIN_EMPTY""]",9194f12629dfec759f49664e2fbb80675f7855b0022ce8d4eabb5e8ed248dea8
S1_INSTITUTIONALLY_QUALIFIED_DIRECT,R1_911_LWIN_DIRECT,R1_911_LWIN_COMPONENTWISE,0,911_OPCD_L00_S00025|LWIN_ZERO,"[""911_OPCD"",""LWIN_RADIO""]","[0.0,0.0,0.252144270617,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[[0.0,0.0],[0.0,0.0],[0.252144270617,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0]]",EXACT_FINITE_STATE_SPACE,440f90867599a69d1bcb659db665876a20f8136a5944f171b4e70353db734004,"[""7d7c9100079397b86ad930374b5745fd5f250cec7ae3e982f70f140c0dbabb34"",""9bb18e5939d2605395d597d87d643c8328440199bbd6233d4cbb2ee73bb4da92""]","[""911_END_00033"",""LWIN_EMPTY""]",9194f12629dfec759f49664e2fbb80675f7855b0022ce8d4eabb5e8ed248dea8
S1_INSTITUTIONALLY_QUALIFIED_DIRECT,R1_911_LWIN_DIRECT,R1_911_LWIN_COMPONENTWISE,0,911_OPCD_L00_S00026|LWIN_ZERO,"[""911_OPCD"",""LWIN_RADIO""]","[0.0,0.0,0.258243261938,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[[0.0,0.0],[0.0,0.0],[0.258243261938,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0]]",EXACT_FINITE_STATE_SPACE,6702dc68d53d262e928a4c13c7aceb33266ac46c6fa0bb05cf37777d87977e76,"[""5b5ad4004b16605c4785bb4ff3af5b9ae8e85b252b19565d54189989a067108e"",""9bb18e5939d2605395d597d87d643c8328440199bbd6233d4cbb2ee73bb4da92""]","[""911_END_00034"",""LWIN_EMPTY""]",9194f12629dfec759f49664e2fbb80675f7855b0022ce8d4eabb5e8ed248dea8
S1_INSTITUTIONALLY_QUALIFIED_DIRECT,R1_911_LWIN_DIRECT,R1_911_LWIN_COMPONENTWISE,0,911_OPCD_L00_S00027|LWIN_ZERO,"[""911_OPCD"",""LWIN_RADIO""]","[0.0,0.0,0.258999119837,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[[0.0,0.0],[0.0,0.0],[0.258999119837,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0]]",EXACT_FINITE_STATE_SPACE,7e23999746168e3c24aac15686947496f92cd17553549dc37dee563bf174bc06,"[""75439d0248e3d74f06827ac0fad519a83138f8174015d1458015c97475112146"",""9bb18e5939d2605395d597d87d643c8328440199bbd6233d4cbb2ee73bb4da92""]","[""911_END_00035"",""LWIN_EMPTY""]",9194f12629dfec759f49664e2fbb80675f7855b0022ce8d4eabb5e8ed248dea8
S1_INSTITUTIONALLY_QUALIFIED_DIRECT,R1_911_LWIN_DIRECT,R1_911_LWIN_COMPONENTWISE,0,911_OPCD_L00_S00028|LWIN_ZERO,"[""911_OPCD"",""LWIN_RADIO""]","[0.0,0.0,0.263534267229,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[[0.0,0.0],[0.0,0.0],[0.263534267229,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0]]",EXACT_FINITE_STATE_SPACE,a9d1f4af7af91f8d1e62b7f0d603c4127b876b102cf74bdb93219967f22d07a3,"[""6dd44555ee3180aeeabcab8f852c6047cebb88c9ac6a4a12568295b46dce2dd4"",""9bb18e5939d2605395d597d87d643c8328440199bbd6233d4cbb2ee73bb4da92""]","[""911_END_00036"",""LWIN_EMPTY""]",9194f12629dfec759f49664e2fbb80675f7855b0022ce8d4eabb5e8ed248dea8
S1_INSTITUTIONALLY_QUALIFIED_DIRECT,R1_911_LWIN_DIRECT,R1_911_LWIN_COMPONENTWISE,0,911_OPCD_L00_S00029|LWIN_ZERO,"[""911_OPCD"",""LWIN_RADIO""]","[0.0,0.0,0.26963325855,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[[0.0,0.0],[0.0,0.0],[0.26963325855,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0],[0.0,0.0]]",EXACT_FINITE_STATE_SPACE,dd7004691085cea0ae730505e8f32b4999a12b32bf73d8513698ba94df54760a,"[""8cfba6be2bc20e5a2e2b1b2d611b591ccb50d50bcdc6efd4ea31ff1097a64b0d"",""9bb18e5939d2605395d597d87d643c8328440199bbd6233d4cbb2ee73bb4da92""]","[""911_END_00037"",""LWIN_EMPTY""]",9194f12629dfec759f49664e2fbb80675f7855b0022ce8d4eabb5e8ed248dea8
